epoch,accuracy,loss,val_accuracy,val_loss
0,0.4266913831233978,1.5539953708648682,0.16193656623363495,2.087756395339966
1,0.5840592980384827,1.1524977684020996,0.4123539328575134,1.6031408309936523
2,0.6474513411521912,0.9975350499153137,0.4607679545879364,1.4439172744750977
3,0.6774791479110718,0.9087197780609131,0.49916526675224304,1.5680660009384155
4,0.7125115990638733,0.8266230225563049,0.4223706126213074,2.085249423980713
5,0.7323447465896606,0.7722983956336975,0.5242069959640503,1.6389766931533813
6,0.754402220249176,0.7164415717124939,0.5191986560821533,1.6998730897903442
7,0.7686746716499329,0.6646422743797302,0.3455759584903717,2.7027931213378906
8,0.8040778636932373,0.5687752366065979,0.7328881621360779,0.8477621674537659
9,0.8185356855392456,0.5313138365745544,0.6844741106033325,0.9693132638931274
10,0.8333642482757568,0.49725717306137085,0.5626043677330017,1.3579670190811157
11,0.8522706031799316,0.44727861881256104,0.639398992061615,1.1090189218521118
12,0.8509731292724609,0.43521425127983093,0.7195325493812561,0.8504804372787476
13,0.8628359436988831,0.40317586064338684,0.8063439130783081,0.6021897792816162
14,0.8648748993873596,0.4001047611236572,0.7796327471733093,0.6685096621513367
15,0.8648748993873596,0.3944505453109741,0.7679466009140015,0.6836101412773132
16,0.8730306029319763,0.37689685821533203,0.818030059337616,0.5737079977989197
17,0.8737720251083374,0.3694693148136139,0.8146911263465881,0.5876033306121826
18,0.8704355955123901,0.37048688530921936,0.8113522529602051,0.5883397459983826
19,0.8772937655448914,0.3568268418312073,0.818030059337616,0.5610523223876953
20,0.8797034025192261,0.35661089420318604,0.813021719455719,0.5730935335159302
21,0.8826691508293152,0.349210262298584,0.8280467391014099,0.5523423552513123
22,0.8778498768806458,0.35765784978866577,0.818030059337616,0.5582314133644104
23,0.8817423582077026,0.3446985185146332,0.821368932723999,0.5529254078865051
24,0.8765523433685303,0.34859371185302734,0.818030059337616,0.5520896315574646
25,0.881186306476593,0.34674346446990967,0.8280467391014099,0.5505862832069397
26,0.885820209980011,0.34806448221206665,0.826377272605896,0.5507252216339111
27,0.8841519951820374,0.3509560227394104,0.826377272605896,0.551152229309082
28,0.8791473507881165,0.35021427273750305,0.826377272605896,0.550406813621521
29,0.8813716173171997,0.3468572795391083,0.8247078657150269,0.5503332614898682
