epoch,accuracy,loss,val_accuracy,val_loss
0,0.3987025022506714,1.6686429977416992,0.12687812745571136,2.240182876586914
1,0.5579240322113037,1.2201943397521973,0.13856427371501923,2.459418535232544
2,0.6163113713264465,1.0728155374526978,0.4323873221874237,1.57344388961792
3,0.6607970595359802,0.9582599997520447,0.5776293873786926,1.20357346534729
4,0.6952733993530273,0.8651379346847534,0.5809682607650757,1.3368724584579468
5,0.7303058505058289,0.7894148230552673,0.6110183596611023,1.1887199878692627
6,0.7495829463005066,0.7176045775413513,0.48580968379974365,1.9819796085357666
7,0.770528256893158,0.6617920398712158,0.5225375890731812,1.661314845085144
8,0.8033364415168762,0.5786552429199219,0.6560934782028198,1.0503305196762085
9,0.8105653524398804,0.5368918180465698,0.7512521147727966,0.7430381774902344
10,0.8266913890838623,0.4976961016654968,0.6477462649345398,1.103084921836853
11,0.8285449743270874,0.4831888675689697,0.5091819763183594,1.8225035667419434
12,0.8513438105583191,0.4274632930755615,0.6627712845802307,1.022006869316101
13,0.8548656105995178,0.41888394951820374,0.7412353754043579,0.7571542263031006
14,0.8682113289833069,0.387535959482193,0.7562604546546936,0.6898198127746582
15,0.8709916472434998,0.3811814785003662,0.7896494269371033,0.6388201713562012
16,0.8771084547042847,0.36807578802108765,0.7829716205596924,0.618415117263794
17,0.8806301951408386,0.3570743501186371,0.7829716205596924,0.6071156859397888
18,0.885820209980011,0.3437384068965912,0.7813021540641785,0.6297469139099121
19,0.8854494690895081,0.34939029812812805,0.7946577668190002,0.6189961433410645
20,0.8876737952232361,0.3371540606021881,0.7813021540641785,0.6578643321990967
21,0.8861908912658691,0.3338765799999237,0.7979966402053833,0.6090712547302246
22,0.8913809061050415,0.3215649724006653,0.7946577668190002,0.5931198596954346
23,0.8902687430381775,0.32975950837135315,0.7996661067008972,0.5970631837844849
24,0.8895273208618164,0.330295205116272,0.7913188934326172,0.5834857821464539
25,0.8937905430793762,0.32676658034324646,0.8063439130783081,0.5914413332939148
26,0.8941612839698792,0.3168795704841614,0.7963272333145142,0.5781630873680115
27,0.896941602230072,0.31323713064193726,0.7929883003234863,0.5905309915542603
28,0.8950880169868469,0.3187180161476135,0.7963272333145142,0.575126588344574
29,0.8974976539611816,0.30158331990242004,0.7929883003234863,0.5712828040122986
