epoch,accuracy,loss,val_accuracy,val_loss
0.41575533151626587,1.7253659963607788,0.39065107703208923,1.6852760314941406
1,0.6063021421432495,1.1170953512191772,0.5325542688369751,1.2891080379486084
2,0.6841520071029663,0.89990234375,0.6694490909576416,0.9380653500556946
3,0.7354958057403564,0.7586618661880493,0.7028380632400513,0.8742070198059082
4,0.767006516456604,0.6568728685379028,0.6828047037124634,0.9145267009735107
5,0.8024096488952637,0.5642066597938538,0.6494156718254089,1.1154940128326416
6,0.8465245366096497,0.43405258655548096,0.7429048418998718,0.7220959663391113
7,0.8646895289421082,0.38237717747688293,0.7412353754043579,0.7454913258552551
8,0.8895273208618164,0.32887962460517883,0.7545909881591797,0.6898910999298096
9,0.8926783800125122,0.3041854500770569,0.7579298615455627,0.7121440172195435
10,0.9060240983963013,0.26704978942871094,0.7512521147727966,0.7381528615951538
11,0.9189990758895874,0.23985324800014496,0.7595993280410767,0.7255108952522278
12,0.9377201199531555,0.20755934715270996,0.7746243476867676,0.6935014724731445
13,0.9388322234153748,0.1940171718597412,0.7662771344184875,0.7453303933143616
14,0.9401297569274902,0.18568728864192963,0.7612687945365906,0.7502900958061218
15,0.9499536752700806,0.1628861129283905,0.7813021540641785,0.7059608101844788
16,0.9532901048660278,0.154625803232193,0.7746243476867676,0.689678966999054
17,0.9549583196640015,0.14873740077018738,0.7829716205596924,0.6797481775283813
18,0.9573679566383362,0.14268852770328522,0.7779632806777954,0.683401346206665
19,0.9592214822769165,0.13479198515415192,0.7796327471733093,0.6862529516220093
20,0.9649675488471985,0.12653157114982605,0.7829716205596924,0.6734826564788818
21,0.9618164896965027,0.131532222032547,0.7863104939460754,0.6657524704933167
22,0.9638554453849792,0.12227680534124374,0.7879799604415894,0.6692194938659668
23,0.9671918153762817,0.11964073777198792,0.7846410870552063,0.665542721748352
24,0.9657089710235596,0.12023531645536423,0.7846410870552063,0.6645020842552185
25,0.9671918153762817,0.11972092092037201,0.7829716205596924,0.6683662533760071
26,0.9660797119140625,0.12406627088785172,0.7829716205596924,0.6650724411010742
27,0.9683039784431458,0.11694832891225815,0.7846410870552063,0.6680238842964172
28,0.9644114971160889,0.12480762600898743,0.7813021540641785,0.6672282814979553
29,0.9699721932411194,0.11796839535236359,0.7863104939460754,0.6666502952575684
