epoch,accuracy,loss,val_accuracy,val_loss
0,0.42391103506088257,1.5762189626693726,0.19699499011039734,2.056814432144165
1,0.581649661064148,1.1611584424972534,0.42070117592811584,1.710893154144287
2,0.6389249563217163,1.0237183570861816,0.4824707806110382,1.2893383502960205
3,0.6763669848442078,0.8987972140312195,0.5826377272605896,1.15098237991333
4,0.7104726433753967,0.8087810277938843,0.5592654347419739,1.4640709161758423
5,0.7440222501754761,0.7293619513511658,0.5893155336380005,1.2841681241989136
6,0.7629286646842957,0.6703054904937744,0.5125208497047424,1.6429179906845093
7,0.7729378938674927,0.6208318471908569,0.5292153358459473,1.6241458654403687
8,0.8079703450202942,0.5411218404769897,0.48580968379974365,2.1602721214294434
9,0.824467122554779,0.4955713450908661,0.5976627469062805,1.4450041055679321
10,0.8372567296028137,0.4588623046875,0.5041736364364624,2.336895227432251
11,0.8483781218528748,0.4230826497077942,0.5108514428138733,2.4333531856536865
12,0.8606116771697998,0.39012566208839417,0.7362270355224609,0.8432493805885315
13,0.8817423582077026,0.3509105443954468,0.55759596824646,1.635694146156311
14,0.8763670325279236,0.35198280215263367,0.6410684585571289,1.2660243511199951
15,0.8891566395759583,0.3318246304988861,0.7512521147727966,0.7641142010688782
16,0.8971269726753235,0.311779260635376,0.6644407510757446,0.9786551594734192
17,0.8941612839698792,0.3111722767353058,0.7829716205596924,0.6538796424865723
18,0.8917516469955444,0.302781879901886,0.7479131817817688,0.7734997868537903
19,0.9054680466651917,0.29032930731773376,0.7462437152862549,0.7575103640556335
20,0.9041705131530762,0.2812967002391815,0.8030049800872803,0.5651722550392151
21,0.9032437205314636,0.28607192635536194,0.8030049800872803,0.5797692537307739
22,0.9102873206138611,0.27006635069847107,0.8013355731964111,0.5875881314277649
23,0.9119555354118347,0.27098366618156433,0.7963272333145142,0.5707405209541321
24,0.9121408462524414,0.2612147331237793,0.8013355731964111,0.570628821849823
25,0.913067638874054,0.2591278851032257,0.8063439130783081,0.5566763877868652
26,0.9134383797645569,0.25880753993988037,0.8096827864646912,0.541353702545166
27,0.9119555354118347,0.2579515874385834,0.8030049800872803,0.5558413863182068
28,0.9184430241584778,0.2555792033672333,0.8113522529602051,0.5463320016860962
29,0.9186283349990845,0.24892041087150574,0.8113522529602051,0.5450027585029602
